year,month,precinct,offense_category,0
2021,July,09,WEAPONS OFFENSES,80
2021,July,10,AGGRAVATED ASSAULT,71
2021,July,10,ARSON,6
2021,July,10,ASSAULT,96
2021,July,10,BURGLARY,45
2021,July,10,DAMAGE TO PROPERTY,70
2021,July,10,DANGEROUS DRUGS,12
2021,July,10,DISORDERLY CONDUCT,1
2021,July,10,EXTORTION,2
2021,July,10,FAMILY OFFENSE,5
2021,July,10,FORGERY,1
2021,July,10,FRAUD,29
2021,July,10,HOMICIDE,7
2021,July,10,KIDNAPPING,1
2021,July,10,LARCENY,85
2021,July,10,MISCELLANEOUS,2
2021,July,10,OBSTRUCTING JUDICIARY,6
2021,July,10,OBSTRUCTING THE POLICE,6
2021,July,10,OTHER,1
2021,July,10,OUIL,2
2021,July,10,ROBBERY,8
2021,July,10,SEX OFFENSES,6
2021,July,10,SEXUAL ASSAULT,5
2021,July,10,STOLEN PROPERTY,9
2021,July,10,STOLEN VEHICLE,42
2021,July,10,WEAPONS OFFENSES,25
2021,July,11,AGGRAVATED ASSAULT,95
2021,July,11,ARSON,1
2021,July,11,ASSAULT,98
2021,July,11,BURGLARY,28
2021,July,11,DAMAGE TO PROPERTY,93
2021,July,11,DANGEROUS DRUGS,11
2021,July,11,DISORDERLY CONDUCT,1
2021,July,11,EXTORTION,2
2021,July,11,FORGERY,4
2021,July,11,FRAUD,31
2021,July,11,HOMICIDE,3
2021,July,11,KIDNAPPING,3
2021,July,11,LARCENY,75
2021,July,11,OBSTRUCTING JUDICIARY,7
2021,July,11,OBSTRUCTING THE POLICE,6
2021,July,11,OTHER,2
2021,July,11,OUIL,2
2021,July,11,ROBBERY,13
2021,July,11,RUNAWAY,3
2021,July,11,SEX OFFENSES,3
2021,July,11,SEXUAL ASSAULT,7
2021,July,11,STOLEN PROPERTY,16
2021,July,11,STOLEN VEHICLE,45
2021,July,11,WEAPONS OFFENSES,32
2021,July,12,AGGRAVATED ASSAULT,100
2021,July,12,ARSON,5
2021,July,12,ASSAULT,128
2021,July,12,BURGLARY,40
2021,July,12,DAMAGE TO PROPERTY,94
2021,July,12,DANGEROUS DRUGS,6
2021,July,12,DISORDERLY CONDUCT,2
2021,July,12,FAMILY OFFENSE,3
2021,July,12,FORGERY,2
2021,July,12,FRAUD,59
2021,July,12,HOMICIDE,2
2021,July,12,JUSTIFIABLE HOMICIDE,1
2021,July,12,KIDNAPPING,3
2021,July,12,LARCENY,98
2021,July,12,MISCELLANEOUS,5
2021,July,12,OBSTRUCTING JUDICIARY,10
2021,July,12,OBSTRUCTING THE POLICE,12
2021,July,12,OTHER,1
2021,July,12,OUIL,2
2021,July,12,ROBBERY,12
2021,July,12,RUNAWAY,1
2021,July,12,SEX OFFENSES,17
2021,July,12,SEXUAL ASSAULT,6
2021,July,12,STOLEN PROPERTY,12
2021,July,12,STOLEN VEHICLE,65
2021,July,12,WEAPONS OFFENSES,35
2021,June,0,STOLEN VEHICLE,1
2021,June,02,AGGRAVATED ASSAULT,96
2021,June,02,ARSON,8
2021,June,02,ASSAULT,124
2021,June,02,BURGLARY,35
2021,June,02,DAMAGE TO PROPERTY,85
2021,June,02,DANGEROUS DRUGS,1
2021,June,02,DISORDERLY CONDUCT,5
2021,June,02,FAMILY OFFENSE,1
2021,June,02,FORGERY,1
2021,June,02,FRAUD,30
2021,June,02,HOMICIDE,3
2021,June,02,KIDNAPPING,2
2021,June,02,LARCENY,50
2021,June,02,OBSTRUCTING JUDICIARY,11
2021,June,02,OBSTRUCTING THE POLICE,10
2021,June,02,OTHER,1
2021,June,02,ROBBERY,16
2021,June,02,RUNAWAY,2
2021,June,02,SEX OFFENSES,19
2021,June,02,SEXUAL ASSAULT,7
2021,June,02,STOLEN PROPERTY,21
2021,June,02,STOLEN VEHICLE,47
2021,June,02,WEAPONS OFFENSES,30
2021,June,03,AGGRAVATED ASSAULT,45
2021,June,03,ASSAULT,120
2021,June,03,BURGLARY,18
2021,June,03,DAMAGE TO PROPERTY,82
2021,June,03,DANGEROUS DRUGS,9
2021,June,03,DISORDERLY CONDUCT,9
2021,June,03,FORGERY,3
2021,June,03,FRAUD,40
2021,June,03,HOMICIDE,3
2021,June,03,KIDNAPPING,3
2021,June,03,LARCENY,129
2021,June,03,MISCELLANEOUS,1
2021,June,03,OBSTRUCTING JUDICIARY,17
2021,June,03,OBSTRUCTING THE POLICE,11
2021,June,03,OTHER,8
2021,June,03,OUIL,8
2021,June,03,ROBBERY,15
2021,June,03,RUNAWAY,1
2021,June,03,SEX OFFENSES,7
2021,June,03,SEXUAL ASSAULT,9
2021,June,03,STOLEN PROPERTY,9
2021,June,03,STOLEN VEHICLE,62
2021,June,03,WEAPONS OFFENSES,77
2021,June,04,AGGRAVATED ASSAULT,54
2021,June,04,ARSON,3
2021,June,04,ASSAULT,84
2021,June,04,BURGLARY,31
2021,June,04,DAMAGE TO PROPERTY,47
2021,June,04,DANGEROUS DRUGS,18
2021,June,04,FAMILY OFFENSE,1
2021,June,04,FRAUD,22
2021,June,04,HOMICIDE,3
2021,June,04,KIDNAPPING,6
2021,June,04,LARCENY,46
2021,June,04,OBSTRUCTING JUDICIARY,13
2021,June,04,OBSTRUCTING THE POLICE,7
2021,June,04,OTHER,1
2021,June,04,ROBBERY,10
2021,June,04,RUNAWAY,1
2021,June,04,SEX OFFENSES,2
2021,June,04,SEXUAL ASSAULT,4
2021,June,04,STOLEN PROPERTY,21
2021,June,04,STOLEN VEHICLE,25
2021,June,04,WEAPONS OFFENSES,39
2021,June,05,AGGRAVATED ASSAULT,58
2021,June,05,ARSON,2
2021,June,05,ASSAULT,89
2021,June,05,BURGLARY,27
2021,June,05,DAMAGE TO PROPERTY,63
2021,June,05,DANGEROUS DRUGS,5
2021,June,05,DISORDERLY CONDUCT,2
2021,June,05,FAMILY OFFENSE,1
2021,June,05,FORGERY,1
2021,June,05,FRAUD,38
2021,June,05,HOMICIDE,1
2021,June,05,KIDNAPPING,1
2021,June,05,LARCENY,52
2021,June,05,OBSTRUCTING JUDICIARY,4
2021,June,05,OBSTRUCTING THE POLICE,5
2021,June,05,OUIL,6
2021,June,05,ROBBERY,6
2021,June,05,RUNAWAY,3
2021,June,05,SEX OFFENSES,7
2021,June,05,SEXUAL ASSAULT,4
2021,June,05,STOLEN PROPERTY,12
2021,June,05,STOLEN VEHICLE,48
2021,June,05,WEAPONS OFFENSES,41
2021,June,06,AGGRAVATED ASSAULT,111
2021,June,06,ARSON,5
2021,June,06,ASSAULT,164
2021,June,06,BURGLARY,39
2021,June,06,DAMAGE TO PROPERTY,102
2021,June,06,DANGEROUS DRUGS,8
2021,June,06,DISORDERLY CONDUCT,3
2021,June,06,FORGERY,2
2021,June,06,FRAUD,48
2021,June,06,HOMICIDE,2
2021,June,06,LARCENY,72
2021,June,06,OBSTRUCTING JUDICIARY,14
2021,June,06,OBSTRUCTING THE POLICE,20
2021,June,06,OTHER,1
2021,June,06,ROBBERY,9
2021,June,06,RUNAWAY,10
2021,June,06,SEX OFFENSES,8
2021,June,06,SEXUAL ASSAULT,3
2021,June,06,STOLEN PROPERTY,26
2021,June,06,STOLEN VEHICLE,65
2021,June,06,WEAPONS OFFENSES,44
2021,June,07,AGGRAVATED ASSAULT,48
2021,June,07,ARSON,4
2021,June,07,ASSAULT,70
2021,June,07,BURGLARY,17
2021,June,07,DAMAGE TO PROPERTY,51
2021,June,07,DANGEROUS DRUGS,5
2021,June,07,DISORDERLY CONDUCT,1
2021,June,07,FAMILY OFFENSE,2
2021,June,07,FRAUD,28
2021,June,07,HOMICIDE,3
2021,June,07,JUSTIFIABLE HOMICIDE,1
2021,June,07,LARCENY,94
2021,June,07,OBSTRUCTING JUDICIARY,6
2021,June,07,OBSTRUCTING THE POLICE,10
2021,June,07,OTHER,3
2021,June,07,ROBBERY,10
2021,June,07,RUNAWAY,4
2021,June,07,SEX OFFENSES,4
2021,June,07,SEXUAL ASSAULT,6
2021,June,07,STOLEN PROPERTY,8
2021,June,07,STOLEN VEHICLE,39
2021,June,07,WEAPONS OFFENSES,33
2021,June,08,AGGRAVATED ASSAULT,107
2021,June,08,ARSON,4
2021,June,08,ASSAULT,171
2021,June,08,BURGLARY,46
2021,June,08,DAMAGE TO PROPERTY,124
2021,June,08,DANGEROUS DRUGS,8
2021,June,08,DISORDERLY CONDUCT,3
2021,June,08,EXTORTION,1
2021,June,08,FAMILY OFFENSE,2
2021,June,08,FORGERY,1
2021,June,08,FRAUD,55
2021,June,08,HOMICIDE,3
2021,June,08,JUSTIFIABLE HOMICIDE,1
2021,June,08,KIDNAPPING,3
2021,June,08,LARCENY,113
2021,June,08,OBSTRUCTING JUDICIARY,15
2021,June,08,OBSTRUCTING THE POLICE,22
2021,June,08,ROBBERY,12
2021,June,08,RUNAWAY,3
2021,June,08,SEX OFFENSES,30
2021,June,08,SEXUAL ASSAULT,9
2021,June,08,STOLEN PROPERTY,14
2021,June,08,STOLEN VEHICLE,68
2021,June,08,WEAPONS OFFENSES,63
2021,June,09,AGGRAVATED ASSAULT,128
2021,June,09,ARSON,7
2021,June,09,ASSAULT,186
2021,June,09,BURGLARY,37
2021,June,09,DAMAGE TO PROPERTY,109
2021,June,09,DANGEROUS DRUGS,8
2021,June,09,DISORDERLY CONDUCT,3
2021,June,09,FORGERY,2
2021,June,09,FRAUD,31
2021,June,09,HOMICIDE,1
2021,June,09,KIDNAPPING,3
2021,June,09,LARCENY,77
2021,June,09,MISCELLANEOUS,3
2021,June,09,OBSTRUCTING JUDICIARY,3
2021,June,09,OBSTRUCTING THE POLICE,15
2021,June,09,OTHER,4
2021,June,09,OUIL,4
2021,June,09,ROBBERY,26
2021,June,09,SEX OFFENSES,5
2021,June,09,SEXUAL ASSAULT,9
2021,June,09,STOLEN PROPERTY,22
2021,June,09,STOLEN VEHICLE,64
2021,June,09,WEAPONS OFFENSES,89
2021,June,10,AGGRAVATED ASSAULT,92
2021,June,10,ARSON,3
2021,June,10,ASSAULT,127
2021,June,10,BURGLARY,30
2021,June,10,DAMAGE TO PROPERTY,81
2021,June,10,DANGEROUS DRUGS,6
2021,June,10,FAMILY OFFENSE,1
2021,June,10,FORGERY,1
2021,June,10,FRAUD,33
2021,June,10,HOMICIDE,2
2021,June,10,KIDNAPPING,1
2021,June,10,LARCENY,74
2021,June,10,MISCELLANEOUS,2
2021,June,10,OBSTRUCTING JUDICIARY,10
2021,June,10,OBSTRUCTING THE POLICE,7
2021,June,10,OUIL,4
2021,June,10,ROBBERY,13
2021,June,10,RUNAWAY,1
2021,June,10,SEX OFFENSES,2
2021,June,10,SEXUAL ASSAULT,8
2021,June,10,STOLEN PROPERTY,13
2021,June,10,STOLEN VEHICLE,38
2021,June,10,WEAPONS OFFENSES,28
2021,June,11,AGGRAVATED ASSAULT,91
2021,June,11,ARSON,6
2021,June,11,ASSAULT,93
2021,June,11,BURGLARY,29
2021,June,11,DAMAGE TO PROPERTY,71
2021,June,11,DANGEROUS DRUGS,8
2021,June,11,EXTORTION,1
2021,June,11,FRAUD,31
2021,June,11,HOMICIDE,6
2021,June,11,KIDNAPPING,2
2021,June,11,LARCENY,42
2021,June,11,MISCELLANEOUS,1
2021,June,11,OBSTRUCTING JUDICIARY,2
2021,June,11,OBSTRUCTING THE POLICE,12
2021,June,11,ROBBERY,12
2021,June,11,RUNAWAY,5
2021,June,11,SEX OFFENSES,5
2021,June,11,SEXUAL ASSAULT,2
2021,June,11,STOLEN PROPERTY,16
2021,June,11,STOLEN VEHICLE,31
2021,June,11,WEAPONS OFFENSES,34
2021,June,12,AGGRAVATED ASSAULT,80
2021,June,12,ARSON,1
2021,June,12,ASSAULT,140
2021,June,12,BURGLARY,38
2021,June,12,DAMAGE TO PROPERTY,117
2021,June,12,DANGEROUS DRUGS,8
2021,June,12,DISORDERLY CONDUCT,1
2021,June,12,FRAUD,62
2021,June,12,HOMICIDE,1
2021,June,12,KIDNAPPING,3
2021,June,12,LARCENY,75
2021,June,12,OBSTRUCTING JUDICIARY,8
2021,June,12,OBSTRUCTING THE POLICE,9
2021,June,12,OTHER,2
2021,June,12,ROBBERY,6
2021,June,12,RUNAWAY,1
2021,June,12,SEX OFFENSES,29
2021,June,12,SEXUAL ASSAULT,12
2021,June,12,STOLEN PROPERTY,11
2021,June,12,STOLEN VEHICLE,54
2021,June,12,WEAPONS OFFENSES,34
2021,March,0,SEX OFFENSES,1
2021,March,02,AGGRAVATED ASSAULT,61
2021,March,02,ARSON,6
2021,March,02,ASSAULT,128
2021,March,02,BURGLARY,27
2021,March,02,DAMAGE TO PROPERTY,74
2021,March,02,DANGEROUS DRUGS,8
2021,March,02,FAMILY OFFENSE,2
2021,March,02,FRAUD,31
2021,March,02,HOMICIDE,3
2021,March,02,JUSTIFIABLE HOMICIDE,1
2021,March,02,LARCENY,54
2021,March,02,OBSTRUCTING JUDICIARY,5
2021,March,02,OBSTRUCTING THE POLICE,8
2021,March,02,OTHER,2
2021,March,02,OUIL,2
2021,March,02,ROBBERY,6
2021,March,02,RUNAWAY,1
2021,March,02,SEX OFFENSES,6
2021,March,02,SEXUAL ASSAULT,8
2021,March,02,STOLEN PROPERTY,21
2021,March,02,STOLEN VEHICLE,39
2021,March,02,WEAPONS OFFENSES,15
2021,March,03,AGGRAVATED ASSAULT,34
2021,March,03,ARSON,4
2021,March,03,ASSAULT,78
2021,March,03,BURGLARY,17
2021,March,03,DAMAGE TO PROPERTY,73
2021,March,03,DANGEROUS DRUGS,5
2021,March,03,DISORDERLY CONDUCT,3
2021,March,03,EXTORTION,1
2021,March,03,FAMILY OFFENSE,6
2021,March,03,FORGERY,1
2021,March,03,FRAUD,38
2021,March,03,HOMICIDE,2
2021,March,03,KIDNAPPING,2
2021,March,03,LARCENY,84
2021,March,03,MISCELLANEOUS,2
2021,March,03,OBSTRUCTING JUDICIARY,12
2021,March,03,OBSTRUCTING THE POLICE,10
2021,March,03,OTHER,8
2021,March,03,ROBBERY,8
2021,March,03,SEX OFFENSES,10
2021,March,03,SEXUAL ASSAULT,5
2021,March,03,STOLEN PROPERTY,7
2021,March,03,STOLEN VEHICLE,51
2021,March,03,WEAPONS OFFENSES,13
2021,March,04,AGGRAVATED ASSAULT,39
2021,March,04,ARSON,7
2021,March,04,ASSAULT,67
2021,March,04,BURGLARY,19
2021,March,04,DAMAGE TO PROPERTY,50
2021,March,04,DANGEROUS DRUGS,29
2021,March,04,DISORDERLY CONDUCT,1
2021,March,04,FAMILY OFFENSE,2
2021,March,04,FRAUD,25
2021,March,04,HOMICIDE,1
2021,March,04,LARCENY,44
2021,March,04,OBSTRUCTING JUDICIARY,12
2021,March,04,OBSTRUCTING THE POLICE,5
2021,March,04,OUIL,2
2021,March,04,ROBBERY,6
2021,March,04,RUNAWAY,2
2021,March,04,SEX OFFENSES,21
2021,March,04,SEXUAL ASSAULT,6
2021,March,04,STOLEN PROPERTY,18
2021,March,04,STOLEN VEHICLE,26
2021,March,04,WEAPONS OFFENSES,36
2021,March,05,AGGRAVATED ASSAULT,41
2021,March,05,ARSON,3
2021,March,05,ASSAULT,88
2021,March,05,BURGLARY,19
2021,March,05,DAMAGE TO PROPERTY,42
2021,March,05,FAMILY OFFENSE,1
2021,March,05,FORGERY,1
2021,March,05,FRAUD,42
2021,March,05,KIDNAPPING,1
2021,March,05,LARCENY,49
2021,March,05,MISCELLANEOUS,1
2021,March,05,OBSTRUCTING JUDICIARY,4
2021,March,05,OBSTRUCTING THE POLICE,5
2021,March,05,OTHER,2
2021,March,05,ROBBERY,12
2021,March,05,RUNAWAY,3
2021,March,05,SEX OFFENSES,6
2021,March,05,SEXUAL ASSAULT,8
2021,March,05,STOLEN PROPERTY,13
2021,March,05,STOLEN VEHICLE,25
2021,March,05,WEAPONS OFFENSES,22
2021,March,06,AGGRAVATED ASSAULT,99
2021,March,06,ARSON,5
2021,March,06,ASSAULT,132
2021,March,06,BURGLARY,36
2021,March,06,DAMAGE TO PROPERTY,83
2021,March,06,DANGEROUS DRUGS,10
2021,March,06,DISORDERLY CONDUCT,1
2021,March,06,FAMILY OFFENSE,2
2021,March,06,FORGERY,1
2021,March,06,FRAUD,32
2021,March,06,HOMICIDE,5
2021,March,06,JUSTIFIABLE HOMICIDE,1
2021,March,06,KIDNAPPING,3
2021,March,06,LARCENY,64
2021,March,06,MISCELLANEOUS,1
2021,March,06,OBSTRUCTING JUDICIARY,13
2021,March,06,OBSTRUCTING THE POLICE,13
2021,March,06,ROBBERY,6
2021,March,06,RUNAWAY,1
2021,March,06,SEX OFFENSES,8
2021,March,06,SEXUAL ASSAULT,8
2021,March,06,STOLEN PROPERTY,23
2021,March,06,STOLEN VEHICLE,58
2021,March,06,WEAPONS OFFENSES,48
2021,March,07,AGGRAVATED ASSAULT,41
2021,March,07,ARSON,2
2021,March,07,ASSAULT,67
2021,March,07,BURGLARY,10
2021,March,07,DAMAGE TO PROPERTY,31
2021,March,07,DANGEROUS DRUGS,6
2021,March,07,FAMILY OFFENSE,1
2021,March,07,FORGERY,1
2021,March,07,FRAUD,25
2021,March,07,HOMICIDE,1
2021,March,07,JUSTIFIABLE HOMICIDE,1
2021,March,07,KIDNAPPING,3
2021,March,07,LARCENY,67
2021,March,07,OBSTRUCTING JUDICIARY,4
2021,March,07,OBSTRUCTING THE POLICE,12
2021,March,07,OTHER,2
2021,March,07,OUIL,4
2021,March,07,ROBBERY,12
2021,March,07,RUNAWAY,3
2021,March,07,SEX OFFENSES,5
2021,March,07,SEXUAL ASSAULT,5
2021,March,07,STOLEN PROPERTY,12
2021,March,07,STOLEN VEHICLE,41
2021,March,07,WEAPONS OFFENSES,19
2021,March,08,AGGRAVATED ASSAULT,110
2021,March,08,ARSON,8
2021,March,08,ASSAULT,125
2021,March,08,BURGLARY,42
2021,March,08,DAMAGE TO PROPERTY,111
2021,March,08,DANGEROUS DRUGS,10
2021,March,08,DISORDERLY CONDUCT,1
2021,March,08,FAMILY OFFENSE,6
2021,March,08,FORGERY,2
2021,March,08,FRAUD,62
2021,March,08,HOMICIDE,1
2021,March,08,KIDNAPPING,1
2021,March,08,LARCENY,72
2021,March,08,LIQUOR,1
2021,March,08,MISCELLANEOUS,2
2021,March,08,OBSTRUCTING JUDICIARY,13
2021,March,08,OBSTRUCTING THE POLICE,13
2021,March,08,OUIL,2
2021,March,08,ROBBERY,11
2021,March,08,RUNAWAY,2
2021,March,08,SEX OFFENSES,34
2021,March,08,SEXUAL ASSAULT,12
2021,March,08,STOLEN PROPERTY,40
2021,March,08,STOLEN VEHICLE,93
2021,March,08,WEAPONS OFFENSES,73
2021,March,09,AGGRAVATED ASSAULT,115
2021,March,09,ARSON,6
2021,March,09,ASSAULT,147
2021,March,09,BURGLARY,41
2021,March,09,DAMAGE TO PROPERTY,110
2021,March,09,DANGEROUS DRUGS,9
2021,March,09,DISORDERLY CONDUCT,1
2021,March,09,FAMILY OFFENSE,7
2021,March,09,FRAUD,50
2021,March,09,HOMICIDE,3
2021,March,09,KIDNAPPING,3
2021,March,09,LARCENY,83
2021,March,09,MISCELLANEOUS,3
2021,March,09,OBSTRUCTING JUDICIARY,7
2021,March,09,OBSTRUCTING THE POLICE,16
2021,March,09,OTHER,3
2021,March,09,OUIL,2
2021,March,09,ROBBERY,24
2021,March,09,RUNAWAY,1
2021,March,09,SEX OFFENSES,15
2021,March,09,SEXUAL ASSAULT,14
2021,March,09,STOLEN PROPERTY,27
2021,March,09,STOLEN VEHICLE,65
2021,March,09,WEAPONS OFFENSES,93
2021,March,10,AGGRAVATED ASSAULT,69
2021,March,10,ARSON,3
2021,March,10,ASSAULT,90
2021,March,10,BURGLARY,32
2021,March,10,DAMAGE TO PROPERTY,99
2021,March,10,DANGEROUS DRUGS,6
2021,March,10,FAMILY OFFENSE,5
2021,March,10,FORGERY,1
2021,March,10,FRAUD,35
2021,March,10,HOMICIDE,3
2021,March,10,KIDNAPPING,1
2021,March,10,LARCENY,78
2021,March,10,MISCELLANEOUS,1
2021,March,10,OBSTRUCTING JUDICIARY,3
2021,March,10,OBSTRUCTING THE POLICE,3
2021,March,10,OTHER,3
2021,March,10,ROBBERY,19
2021,March,10,RUNAWAY,6
2021,March,10,SEX OFFENSES,5
2021,March,10,SEXUAL ASSAULT,5
2021,March,10,STOLEN PROPERTY,14
2021,March,10,STOLEN VEHICLE,45
2021,March,10,WEAPONS OFFENSES,19
2021,March,11,AGGRAVATED ASSAULT,79
2021,March,11,ARSON,6
2021,March,11,ASSAULT,97
2021,March,11,BURGLARY,18
2021,March,11,DAMAGE TO PROPERTY,59
2021,March,11,DANGEROUS DRUGS,6
2021,March,11,FAMILY OFFENSE,4
2021,March,11,FRAUD,41
2021,March,11,HOMICIDE,2
2021,March,11,KIDNAPPING,1
2021,March,11,LARCENY,49
2021,March,11,MISCELLANEOUS,2
2021,March,11,OBSTRUCTING JUDICIARY,3
2021,March,11,OBSTRUCTING THE POLICE,15
2021,March,11,OTHER,1
2021,March,11,ROBBERY,10
2021,March,11,SEX OFFENSES,3
2021,March,11,SEXUAL ASSAULT,6
2021,March,11,STOLEN PROPERTY,10
2021,March,11,STOLEN VEHICLE,33
2021,March,11,WEAPONS OFFENSES,45
2021,March,12,AGGRAVATED ASSAULT,84
2021,March,12,ARSON,8
2021,March,12,ASSAULT,102
2021,March,12,BURGLARY,32
2021,March,12,DAMAGE TO PROPERTY,79
2021,March,12,DANGEROUS DRUGS,2
2021,March,12,FAMILY OFFENSE,6
2021,March,12,FRAUD,59
2021,March,12,JUSTIFIABLE HOMICIDE,1
2021,March,12,LARCENY,89
2021,March,12,OBSTRUCTING JUDICIARY,8
2021,March,12,OBSTRUCTING THE POLICE,3
2021,March,12,OTHER,2
2021,March,12,ROBBERY,10
2021,March,12,RUNAWAY,2
2021,March,12,SEX OFFENSES,10
2021,March,12,SEXUAL ASSAULT,6
2021,March,12,STOLEN PROPERTY,18
2021,March,12,STOLEN VEHICLE,64
2021,March,12,WEAPONS OFFENSES,19
2021,May,0,STOLEN VEHICLE,2
2021,May,02,AGGRAVATED ASSAULT,93
2021,May,02,ARSON,2
2021,May,02,ASSAULT,138
2021,May,02,BURGLARY,26
2021,May,02,DAMAGE TO PROPERTY,96
2021,May,02,DANGEROUS DRUGS,5
2021,May,02,DISORDERLY CONDUCT,5
2021,May,02,FAMILY OFFENSE,2
2021,May,02,FORGERY,3
2021,May,02,FRAUD,31
2021,May,02,HOMICIDE,5
2021,May,02,LARCENY,68
2021,May,02,OBSTRUCTING JUDICIARY,6
2021,May,02,OBSTRUCTING THE POLICE,14
2021,May,02,ROBBERY,11
2021,May,02,RUNAWAY,2
2021,May,02,SEX OFFENSES,11
2021,May,02,SEXUAL ASSAULT,8
2021,May,02,STOLEN PROPERTY,22
2021,May,02,STOLEN VEHICLE,49
2021,May,02,WEAPONS OFFENSES,38
2021,May,03,AGGRAVATED ASSAULT,41
2021,May,03,ARSON,3
2021,May,03,ASSAULT,102
2021,May,03,BURGLARY,28
2021,May,03,DAMAGE TO PROPERTY,80
2021,May,03,DANGEROUS DRUGS,5
2021,May,03,DISORDERLY CONDUCT,9
2021,May,03,FAMILY OFFENSE,1
2021,May,03,FORGERY,2
2021,May,03,FRAUD,43
2021,May,03,HOMICIDE,1
2021,May,03,KIDNAPPING,2
2021,May,03,LARCENY,94
2021,May,03,LIQUOR,1
2021,May,03,MISCELLANEOUS,2
2021,May,03,OBSTRUCTING JUDICIARY,14
2021,May,03,OBSTRUCTING THE POLICE,9
2021,May,03,OTHER,3
2021,May,03,OUIL,4
2021,May,03,ROBBERY,13
2021,May,03,RUNAWAY,1
2021,May,03,SEX OFFENSES,8
2021,May,03,SEXUAL ASSAULT,2
2021,May,03,STOLEN PROPERTY,10
2021,May,03,STOLEN VEHICLE,47
2021,May,03,WEAPONS OFFENSES,57
2021,May,04,AGGRAVATED ASSAULT,38
2021,May,04,ARSON,3
2021,May,04,ASSAULT,79
2021,May,04,BURGLARY,15
2021,May,04,DAMAGE TO PROPERTY,57
2021,May,04,DANGEROUS DRUGS,24
2021,May,04,DISORDERLY CONDUCT,2
2021,May,04,FORGERY,3
2021,May,04,FRAUD,22
2021,May,04,HOMICIDE,2
2021,May,04,KIDNAPPING,1
2021,May,04,LARCENY,37
2021,May,04,OBSTRUCTING JUDICIARY,13
2021,May,04,OBSTRUCTING THE POLICE,6
2021,May,04,ROBBERY,16
2021,May,04,RUNAWAY,2
2021,May,04,SEX OFFENSES,15
2021,May,04,SEXUAL ASSAULT,7
2021,May,04,STOLEN PROPERTY,20
2021,May,04,STOLEN VEHICLE,31
2021,May,04,WEAPONS OFFENSES,45
2021,May,05,AGGRAVATED ASSAULT,60
2021,May,05,ARSON,3
2021,May,05,ASSAULT,97
2021,May,05,BURGLARY,34
2021,May,05,DAMAGE TO PROPERTY,62
2021,May,05,DANGEROUS DRUGS,2
2021,May,05,DISORDERLY CONDUCT,2
2021,May,05,EXTORTION,1
2021,May,05,FRAUD,32
2021,May,05,GAMBLING,1
2021,May,05,JUSTIFIABLE HOMICIDE,1
2021,May,05,KIDNAPPING,2
2021,May,05,LARCENY,54
2021,May,05,OBSTRUCTING JUDICIARY,5
2021,May,05,OBSTRUCTING THE POLICE,6
2021,May,05,OTHER,2
2021,May,05,OUIL,2
2021,May,05,ROBBERY,6
2021,May,05,RUNAWAY,3
2021,May,05,SEX OFFENSES,5
2021,May,05,SEXUAL ASSAULT,4
2021,May,05,STOLEN PROPERTY,5
2021,May,05,STOLEN VEHICLE,35
2021,May,05,WEAPONS OFFENSES,58
2021,May,06,AGGRAVATED ASSAULT,103
2021,May,06,ARSON,2
2021,May,06,ASSAULT,145
2021,May,06,BURGLARY,42
2021,May,06,DAMAGE TO PROPERTY,117
2021,May,06,DANGEROUS DRUGS,11
2021,May,06,DISORDERLY CONDUCT,5
2021,May,06,FAMILY OFFENSE,1
2021,May,06,FORGERY,1
2021,May,06,FRAUD,32
2021,May,06,HOMICIDE,1
2021,May,06,KIDNAPPING,4
2021,May,06,LARCENY,67
2021,May,06,OBSTRUCTING JUDICIARY,7
2021,May,06,OBSTRUCTING THE POLICE,12
2021,May,06,OTHER,1
2021,May,06,ROBBERY,13
2021,May,06,RUNAWAY,4
2021,May,06,SEX OFFENSES,4
2021,May,06,SEXUAL ASSAULT,6
2021,May,06,STOLEN PROPERTY,14
2021,May,06,STOLEN VEHICLE,55
2021,May,06,WEAPONS OFFENSES,39
2021,May,07,AGGRAVATED ASSAULT,49
2021,May,07,ARSON,2
2021,May,07,ASSAULT,85
2021,May,07,BURGLARY,17
2021,May,07,DAMAGE TO PROPERTY,47
2021,May,07,DANGEROUS DRUGS,6
2021,May,07,DISORDERLY CONDUCT,2
2021,May,07,FRAUD,19
2021,May,07,JUSTIFIABLE HOMICIDE,1
2021,May,07,LARCENY,75
2021,May,07,MISCELLANEOUS,1
2021,May,07,OBSTRUCTING JUDICIARY,3
2021,May,07,OBSTRUCTING THE POLICE,4
2021,May,07,OTHER,1
2021,May,07,ROBBERY,8
2021,May,07,RUNAWAY,3
2021,May,07,SEX OFFENSES,2
2021,May,07,SEXUAL ASSAULT,1
2021,May,07,STOLEN PROPERTY,7
2021,May,07,STOLEN VEHICLE,51
2021,May,07,WEAPONS OFFENSES,45
2021,May,08,AGGRAVATED ASSAULT,112
2021,May,08,ARSON,3
2021,May,08,ASSAULT,170
2021,May,08,BURGLARY,47
2021,May,08,DAMAGE TO PROPERTY,132
2021,May,08,DANGEROUS DRUGS,7
2021,May,08,DISORDERLY CONDUCT,2
2021,May,08,FAMILY OFFENSE,3
2021,May,08,FORGERY,3
2021,May,08,FRAUD,53
2021,May,08,HOMICIDE,2
2021,May,08,KIDNAPPING,1
2021,May,08,LARCENY,96
2021,May,08,MISCELLANEOUS,1
