year,month,precinct,offense_category,0
2021,December,10,STOLEN VEHICLE,42
2021,December,10,WEAPONS OFFENSES,21
2021,December,11,AGGRAVATED ASSAULT,64
2021,December,11,ARSON,1
2021,December,11,ASSAULT,110
2021,December,11,BURGLARY,37
2021,December,11,DAMAGE TO PROPERTY,83
2021,December,11,DANGEROUS DRUGS,6
2021,December,11,FORGERY,3
2021,December,11,FRAUD,40
2021,December,11,HOMICIDE,2
2021,December,11,KIDNAPPING,1
2021,December,11,LARCENY,95
2021,December,11,OBSTRUCTING JUDICIARY,9
2021,December,11,OBSTRUCTING THE POLICE,8
2021,December,11,ROBBERY,3
2021,December,11,RUNAWAY,5
2021,December,11,SEX OFFENSES,2
2021,December,11,STOLEN PROPERTY,13
2021,December,11,STOLEN VEHICLE,53
2021,December,11,WEAPONS OFFENSES,17
2021,December,12,AGGRAVATED ASSAULT,66
2021,December,12,ARSON,5
2021,December,12,ASSAULT,104
2021,December,12,BURGLARY,63
2021,December,12,DAMAGE TO PROPERTY,97
2021,December,12,DANGEROUS DRUGS,7
2021,December,12,DISORDERLY CONDUCT,1
2021,December,12,FAMILY OFFENSE,3
2021,December,12,FORGERY,1
2021,December,12,FRAUD,92
2021,December,12,HOMICIDE,3
2021,December,12,KIDNAPPING,2
2021,December,12,LARCENY,157
2021,December,12,OBSTRUCTING JUDICIARY,8
2021,December,12,OBSTRUCTING THE POLICE,10
2021,December,12,OTHER,1
2021,December,12,OUIL,2
2021,December,12,ROBBERY,9
2021,December,12,RUNAWAY,3
2021,December,12,SEX OFFENSES,16
2021,December,12,SEXUAL ASSAULT,6
2021,December,12,STOLEN PROPERTY,13
2021,December,12,STOLEN VEHICLE,64
2021,December,12,WEAPONS OFFENSES,19
2021,February,0,ASSAULT,1
2021,February,02,AGGRAVATED ASSAULT,57
2021,February,02,ARSON,6
2021,February,02,ASSAULT,87
2021,February,02,BURGLARY,24
2021,February,02,DAMAGE TO PROPERTY,50
2021,February,02,DANGEROUS DRUGS,4
2021,February,02,DISORDERLY CONDUCT,2
2021,February,02,EXTORTION,1
2021,February,02,FAMILY OFFENSE,2
2021,February,02,FORGERY,5
2021,February,02,FRAUD,42
2021,February,02,HOMICIDE,2
2021,February,02,KIDNAPPING,1
2021,February,02,LARCENY,43
2021,February,02,OBSTRUCTING JUDICIARY,7
2021,February,02,OBSTRUCTING THE POLICE,7
2021,February,02,OTHER,2
2021,February,02,ROBBERY,6
2021,February,02,RUNAWAY,1
2021,February,02,SEX OFFENSES,1
2021,February,02,SEXUAL ASSAULT,2
2021,February,02,STOLEN PROPERTY,7
2021,February,02,STOLEN VEHICLE,23
2021,February,02,WEAPONS OFFENSES,21
2021,February,03,AGGRAVATED ASSAULT,34
2021,February,03,ARSON,2
2021,February,03,ASSAULT,76
2021,February,03,BURGLARY,14
2021,February,03,DAMAGE TO PROPERTY,43
2021,February,03,DANGEROUS DRUGS,2
2021,February,03,DISORDERLY CONDUCT,4
2021,February,03,FAMILY OFFENSE,1
2021,February,03,FORGERY,5
2021,February,03,FRAUD,37
2021,February,03,KIDNAPPING,1
2021,February,03,LARCENY,86
2021,February,03,MISCELLANEOUS,2
2021,February,03,OBSTRUCTING JUDICIARY,13
2021,February,03,OBSTRUCTING THE POLICE,3
2021,February,03,OTHER,5
2021,February,03,OUIL,2
2021,February,03,ROBBERY,6
2021,February,03,RUNAWAY,1
2021,February,03,SEX OFFENSES,3
2021,February,03,SEXUAL ASSAULT,2
2021,February,03,STOLEN PROPERTY,4
2021,February,03,STOLEN VEHICLE,20
2021,February,03,WEAPONS OFFENSES,13
2021,February,04,AGGRAVATED ASSAULT,17
2021,February,04,ASSAULT,52
2021,February,04,BURGLARY,12
2021,February,04,DAMAGE TO PROPERTY,26
2021,February,04,DANGEROUS DRUGS,10
2021,February,04,DISORDERLY CONDUCT,3
2021,February,04,EXTORTION,1
2021,February,04,FAMILY OFFENSE,1
2021,February,04,FRAUD,22
2021,February,04,HOMICIDE,1
2021,February,04,KIDNAPPING,4
2021,February,04,LARCENY,34
2021,February,04,LIQUOR,1
2021,February,04,OBSTRUCTING JUDICIARY,12
2021,February,04,OBSTRUCTING THE POLICE,7
2021,February,04,OTHER,1
2021,February,04,ROBBERY,8
2021,February,04,RUNAWAY,1
2021,February,04,SEX OFFENSES,23
2021,February,04,SEXUAL ASSAULT,4
2021,February,04,STOLEN PROPERTY,16
2021,February,04,STOLEN VEHICLE,19
2021,February,04,WEAPONS OFFENSES,19
2021,February,05,AGGRAVATED ASSAULT,42
2021,February,05,ARSON,1
2021,February,05,ASSAULT,68
2021,February,05,BURGLARY,20
2021,February,05,DAMAGE TO PROPERTY,28
2021,February,05,DANGEROUS DRUGS,1
2021,February,05,DISORDERLY CONDUCT,1
2021,February,05,EXTORTION,1
2021,February,05,FRAUD,32
2021,February,05,HOMICIDE,3
2021,February,05,LARCENY,40
2021,February,05,OBSTRUCTING JUDICIARY,5
2021,February,05,OBSTRUCTING THE POLICE,3
2021,February,05,OTHER,2
2021,February,05,ROBBERY,3
2021,February,05,RUNAWAY,3
2021,February,05,SEX OFFENSES,2
2021,February,05,SEXUAL ASSAULT,2
2021,February,05,STOLEN PROPERTY,6
2021,February,05,STOLEN VEHICLE,16
2021,February,05,WEAPONS OFFENSES,18
2021,February,06,AGGRAVATED ASSAULT,65
2021,February,06,ARSON,6
2021,February,06,ASSAULT,129
2021,February,06,BURGLARY,38
2021,February,06,DAMAGE TO PROPERTY,57
2021,February,06,DANGEROUS DRUGS,10
2021,February,06,FRAUD,35
2021,February,06,HOMICIDE,3
2021,February,06,KIDNAPPING,1
2021,February,06,LARCENY,59
2021,February,06,OBSTRUCTING JUDICIARY,6
2021,February,06,OBSTRUCTING THE POLICE,7
2021,February,06,OTHER,2
2021,February,06,OUIL,2
2021,February,06,ROBBERY,8
2021,February,06,RUNAWAY,1
2021,February,06,SEX OFFENSES,6
2021,February,06,SEXUAL ASSAULT,4
2021,February,06,STOLEN PROPERTY,12
2021,February,06,STOLEN VEHICLE,51
2021,February,06,WEAPONS OFFENSES,36
2021,February,07,AGGRAVATED ASSAULT,28
2021,February,07,ARSON,2
2021,February,07,ASSAULT,46
2021,February,07,BURGLARY,12
2021,February,07,DAMAGE TO PROPERTY,41
2021,February,07,DANGEROUS DRUGS,5
2021,February,07,FAMILY OFFENSE,1
2021,February,07,FRAUD,12
2021,February,07,HOMICIDE,1
2021,February,07,LARCENY,48
2021,February,07,OBSTRUCTING JUDICIARY,4
2021,February,07,OBSTRUCTING THE POLICE,4
2021,February,07,ROBBERY,4
2021,February,07,RUNAWAY,4
2021,February,07,SEX OFFENSES,5
2021,February,07,SEXUAL ASSAULT,1
2021,February,07,SOLICITATION,1
2021,February,07,STOLEN PROPERTY,7
2021,February,07,STOLEN VEHICLE,34
2021,February,07,WEAPONS OFFENSES,10
2021,February,08,AGGRAVATED ASSAULT,84
2021,February,08,ARSON,5
2021,February,08,ASSAULT,116
2021,February,08,BURGLARY,25
2021,February,08,DAMAGE TO PROPERTY,77
2021,February,08,DANGEROUS DRUGS,5
2021,February,08,FAMILY OFFENSE,6
2021,February,08,FRAUD,50
2021,February,08,HOMICIDE,4
2021,February,08,KIDNAPPING,2
2021,February,08,LARCENY,95
2021,February,08,MISCELLANEOUS,2
2021,February,08,OBSTRUCTING JUDICIARY,5
2021,February,08,OBSTRUCTING THE POLICE,11
2021,February,08,ROBBERY,14
2021,February,08,RUNAWAY,1
2021,February,08,SEX OFFENSES,21
2021,February,08,SEXUAL ASSAULT,8
2021,February,08,STOLEN PROPERTY,13
2021,February,08,STOLEN VEHICLE,56
2021,February,08,WEAPONS OFFENSES,45
2021,February,09,AGGRAVATED ASSAULT,76
2021,February,09,ARSON,6
2021,February,09,ASSAULT,121
2021,February,09,BURGLARY,42
2021,February,09,DAMAGE TO PROPERTY,69
2021,February,09,DANGEROUS DRUGS,8
2021,February,09,FAMILY OFFENSE,2
2021,February,09,FORGERY,1
2021,February,09,FRAUD,38
2021,February,09,HOMICIDE,6
2021,February,09,KIDNAPPING,2
2021,February,09,LARCENY,57
2021,February,09,MISCELLANEOUS,2
2021,February,09,OBSTRUCTING JUDICIARY,7
2021,February,09,OBSTRUCTING THE POLICE,9
2021,February,09,OUIL,2
2021,February,09,ROBBERY,17
2021,February,09,SEX OFFENSES,4
2021,February,09,SEXUAL ASSAULT,6
2021,February,09,STOLEN PROPERTY,21
2021,February,09,STOLEN VEHICLE,36
2021,February,09,WEAPONS OFFENSES,49
2021,February,10,AGGRAVATED ASSAULT,32
2021,February,10,ARSON,2
2021,February,10,ASSAULT,68
2021,February,10,BURGLARY,17
2021,February,10,DAMAGE TO PROPERTY,40
2021,February,10,DANGEROUS DRUGS,7
2021,February,10,FAMILY OFFENSE,3
2021,February,10,FORGERY,1
2021,February,10,FRAUD,31
2021,February,10,KIDNAPPING,2
2021,February,10,LARCENY,47
2021,February,10,OBSTRUCTING JUDICIARY,7
2021,February,10,OBSTRUCTING THE POLICE,2
2021,February,10,ROBBERY,5
2021,February,10,SEXUAL ASSAULT,4
2021,February,10,STOLEN PROPERTY,11
2021,February,10,STOLEN VEHICLE,33
2021,February,10,WEAPONS OFFENSES,13
2021,February,11,AGGRAVATED ASSAULT,51
2021,February,11,ARSON,4
2021,February,11,ASSAULT,72
2021,February,11,BURGLARY,26
2021,February,11,DAMAGE TO PROPERTY,51
2021,February,11,DANGEROUS DRUGS,15
2021,February,11,FRAUD,37
2021,February,11,KIDNAPPING,1
2021,February,11,LARCENY,38
2021,February,11,MISCELLANEOUS,1
2021,February,11,OBSTRUCTING JUDICIARY,3
2021,February,11,OBSTRUCTING THE POLICE,13
2021,February,11,OTHER,2
2021,February,11,ROBBERY,6
2021,February,11,RUNAWAY,1
2021,February,11,SEX OFFENSES,5
2021,February,11,SEXUAL ASSAULT,4
2021,February,11,STOLEN PROPERTY,13
2021,February,11,STOLEN VEHICLE,32
2021,February,11,WEAPONS OFFENSES,38
2021,February,12,AGGRAVATED ASSAULT,50
2021,February,12,ARSON,6
2021,February,12,ASSAULT,80
2021,February,12,BURGLARY,26
2021,February,12,DAMAGE TO PROPERTY,54
2021,February,12,DANGEROUS DRUGS,4
2021,February,12,FAMILY OFFENSE,2
2021,February,12,FORGERY,2
2021,February,12,FRAUD,49
2021,February,12,HOMICIDE,2
2021,February,12,KIDNAPPING,2
2021,February,12,LARCENY,57
2021,February,12,OBSTRUCTING JUDICIARY,8
2021,February,12,OBSTRUCTING THE POLICE,2
2021,February,12,OUIL,2
2021,February,12,ROBBERY,6
2021,February,12,RUNAWAY,2
2021,February,12,SEX OFFENSES,1
2021,February,12,SEXUAL ASSAULT,5
2021,February,12,STOLEN PROPERTY,4
2021,February,12,STOLEN VEHICLE,40
2021,February,12,WEAPONS OFFENSES,27
2021,January,02,AGGRAVATED ASSAULT,70
2021,January,02,ARSON,5
2021,January,02,ASSAULT,106
2021,January,02,BURGLARY,39
2021,January,02,DAMAGE TO PROPERTY,84
2021,January,02,DANGEROUS DRUGS,6
2021,January,02,DISORDERLY CONDUCT,2
2021,January,02,FAMILY OFFENSE,2
2021,January,02,FORGERY,1
2021,January,02,FRAUD,44
2021,January,02,HOMICIDE,3
2021,January,02,KIDNAPPING,3
2021,January,02,LARCENY,51
2021,January,02,OBSTRUCTING JUDICIARY,8
2021,January,02,OBSTRUCTING THE POLICE,5
2021,January,02,ROBBERY,18
2021,January,02,RUNAWAY,3
2021,January,02,SEX OFFENSES,1
2021,January,02,SEXUAL ASSAULT,7
2021,January,02,STOLEN PROPERTY,13
2021,January,02,STOLEN VEHICLE,49
2021,January,02,WEAPONS OFFENSES,39
2021,January,03,AGGRAVATED ASSAULT,35
2021,January,03,ARSON,1
2021,January,03,ASSAULT,81
2021,January,03,BURGLARY,21
2021,January,03,DAMAGE TO PROPERTY,61
2021,January,03,DANGEROUS DRUGS,6
2021,January,03,DISORDERLY CONDUCT,4
2021,January,03,FAMILY OFFENSE,4
2021,January,03,FORGERY,2
2021,January,03,FRAUD,43
2021,January,03,HOMICIDE,1
2021,January,03,KIDNAPPING,1
2021,January,03,LARCENY,81
2021,January,03,LIQUOR,8
2021,January,03,MISCELLANEOUS,2
2021,January,03,OBSTRUCTING JUDICIARY,12
2021,January,03,OBSTRUCTING THE POLICE,8
2021,January,03,OTHER,7
2021,January,03,OUIL,2
2021,January,03,ROBBERY,6
2021,January,03,RUNAWAY,1
2021,January,03,SEX OFFENSES,4
2021,January,03,SEXUAL ASSAULT,5
2021,January,03,STOLEN PROPERTY,8
2021,January,03,STOLEN VEHICLE,35
2021,January,03,WEAPONS OFFENSES,17
2021,January,04,AGGRAVATED ASSAULT,32
2021,January,04,ARSON,3
2021,January,04,ASSAULT,57
2021,January,04,BURGLARY,11
2021,January,04,DAMAGE TO PROPERTY,51
2021,January,04,DANGEROUS DRUGS,11
2021,January,04,EXTORTION,1
2021,January,04,FAMILY OFFENSE,1
2021,January,04,FRAUD,23
2021,January,04,HOMICIDE,2
2021,January,04,KIDNAPPING,2
2021,January,04,LARCENY,66
2021,January,04,MISCELLANEOUS,1
2021,January,04,OBSTRUCTING JUDICIARY,14
2021,January,04,OBSTRUCTING THE POLICE,5
2021,January,04,OTHER,1
2021,January,04,ROBBERY,11
2021,January,04,SEXUAL ASSAULT,3
2021,January,04,STOLEN PROPERTY,12
2021,January,04,STOLEN VEHICLE,20
2021,January,04,WEAPONS OFFENSES,20
2021,January,05,AGGRAVATED ASSAULT,45
2021,January,05,ARSON,1
2021,January,05,ASSAULT,66
2021,January,05,BURGLARY,27
2021,January,05,DAMAGE TO PROPERTY,52
2021,January,05,DANGEROUS DRUGS,9
2021,January,05,EXTORTION,1
2021,January,05,FAMILY OFFENSE,2
2021,January,05,FORGERY,1
2021,January,05,FRAUD,31
2021,January,05,HOMICIDE,1
2021,January,05,KIDNAPPING,1
2021,January,05,LARCENY,37
2021,January,05,MISCELLANEOUS,1
2021,January,05,OBSTRUCTING JUDICIARY,1
2021,January,05,OBSTRUCTING THE POLICE,2
2021,January,05,ROBBERY,6
2021,January,05,RUNAWAY,2
2021,January,05,SEX OFFENSES,1
2021,January,05,SEXUAL ASSAULT,4
2021,January,05,STOLEN PROPERTY,12
2021,January,05,STOLEN VEHICLE,32
2021,January,05,WEAPONS OFFENSES,32
2021,January,06,AGGRAVATED ASSAULT,80
2021,January,06,ARSON,6
2021,January,06,ASSAULT,148
2021,January,06,BURGLARY,42
2021,January,06,DAMAGE TO PROPERTY,100
2021,January,06,DANGEROUS DRUGS,5
2021,January,06,DISORDERLY CONDUCT,2
2021,January,06,FAMILY OFFENSE,1
2021,January,06,FRAUD,43
2021,January,06,HOMICIDE,2
2021,January,06,KIDNAPPING,2
2021,January,06,LARCENY,67
2021,January,06,OBSTRUCTING JUDICIARY,10
2021,January,06,OBSTRUCTING THE POLICE,13
2021,January,06,OTHER,2
2021,January,06,OUIL,2
2021,January,06,ROBBERY,5
2021,January,06,RUNAWAY,6
2021,January,06,SEX OFFENSES,1
2021,January,06,SEXUAL ASSAULT,7
2021,January,06,STOLEN PROPERTY,19
2021,January,06,STOLEN VEHICLE,56
2021,January,06,WEAPONS OFFENSES,58
2021,January,07,AGGRAVATED ASSAULT,30
2021,January,07,ARSON,4
2021,January,07,ASSAULT,64
2021,January,07,BURGLARY,23
2021,January,07,DAMAGE TO PROPERTY,58
2021,January,07,DANGEROUS DRUGS,8
2021,January,07,EXTORTION,1
2021,January,07,FAMILY OFFENSE,1
2021,January,07,FRAUD,21
2021,January,07,HOMICIDE,1
2021,January,07,KIDNAPPING,1
2021,January,07,LARCENY,73
2021,January,07,LIQUOR,3
2021,January,07,OBSTRUCTING JUDICIARY,14
2021,January,07,OBSTRUCTING THE POLICE,5
2021,January,07,OTHER,1
2021,January,07,ROBBERY,7
2021,January,07,RUNAWAY,2
2021,January,07,SEXUAL ASSAULT,1
2021,January,07,STOLEN PROPERTY,12
2021,January,07,STOLEN VEHICLE,33
2021,January,07,WEAPONS OFFENSES,10
2021,January,08,AGGRAVATED ASSAULT,78
2021,January,08,ARSON,13
2021,January,08,ASSAULT,140
2021,January,08,BURGLARY,51
2021,January,08,DAMAGE TO PROPERTY,83
2021,January,08,DANGEROUS DRUGS,12
2021,January,08,DISORDERLY CONDUCT,2
2021,January,08,FAMILY OFFENSE,4
2021,January,08,FORGERY,2
2021,January,08,FRAUD,70
2021,January,08,HOMICIDE,2
2021,January,08,KIDNAPPING,4
2021,January,08,LARCENY,107
2021,January,08,OBSTRUCTING JUDICIARY,8
2021,January,08,OBSTRUCTING THE POLICE,17
2021,January,08,OTHER,3
2021,January,08,OUIL,8
2021,January,08,ROBBERY,18
2021,January,08,RUNAWAY,1
2021,January,08,SEX OFFENSES,6
2021,January,08,SEXUAL ASSAULT,9
2021,January,08,STOLEN PROPERTY,21
2021,January,08,STOLEN VEHICLE,87
2021,January,08,WEAPONS OFFENSES,67
2021,January,09,AGGRAVATED ASSAULT,108
2021,January,09,ARSON,3
2021,January,09,ASSAULT,143
2021,January,09,BURGLARY,56
2021,January,09,DAMAGE TO PROPERTY,98
2021,January,09,DANGEROUS DRUGS,8
2021,January,09,DISORDERLY CONDUCT,1
2021,January,09,EXTORTION,1
2021,January,09,FAMILY OFFENSE,1
2021,January,09,FRAUD,58
2021,January,09,HOMICIDE,3
2021,January,09,KIDNAPPING,2
2021,January,09,LARCENY,82
2021,January,09,MISCELLANEOUS,1
2021,January,09,OBSTRUCTING JUDICIARY,3
2021,January,09,OBSTRUCTING THE POLICE,11
2021,January,09,ROBBERY,22
2021,January,09,RUNAWAY,2
2021,January,09,SEX OFFENSES,4
2021,January,09,SEXUAL ASSAULT,4
2021,January,09,STOLEN PROPERTY,27
2021,January,09,STOLEN VEHICLE,41
2021,January,09,WEAPONS OFFENSES,42
2021,January,10,AGGRAVATED ASSAULT,66
2021,January,10,ARSON,5
2021,January,10,ASSAULT,103
2021,January,10,BURGLARY,35
2021,January,10,DAMAGE TO PROPERTY,71
2021,January,10,DANGEROUS DRUGS,11
2021,January,10,FAMILY OFFENSE,2
2021,January,10,FORGERY,1
2021,January,10,FRAUD,33
2021,January,10,HOMICIDE,3
2021,January,10,KIDNAPPING,2
2021,January,10,LARCENY,76
2021,January,10,LIQUOR,5
2021,January,10,MISCELLANEOUS,2
2021,January,10,OBSTRUCTING JUDICIARY,5
2021,January,10,OBSTRUCTING THE POLICE,6
2021,January,10,OTHER,2
2021,January,10,OUIL,4
2021,January,10,ROBBERY,17
2021,January,10,RUNAWAY,3
2021,January,10,SEX OFFENSES,4
2021,January,10,SEXUAL ASSAULT,9
2021,January,10,STOLEN PROPERTY,18
2021,January,10,STOLEN VEHICLE,23
2021,January,10,WEAPONS OFFENSES,25
2021,January,11,AGGRAVATED ASSAULT,51
2021,January,11,ARSON,1
2021,January,11,ASSAULT,89
2021,January,11,BURGLARY,23
2021,January,11,DAMAGE TO PROPERTY,76
2021,January,11,DANGEROUS DRUGS,10
2021,January,11,DISORDERLY CONDUCT,2
2021,January,11,FAMILY OFFENSE,2
2021,January,11,FRAUD,38
2021,January,11,HOMICIDE,2
2021,January,11,KIDNAPPING,3
2021,January,11,LARCENY,45
2021,January,11,OBSTRUCTING JUDICIARY,8
2021,January,11,OBSTRUCTING THE POLICE,9
2021,January,11,OTHER,3
2021,January,11,OUIL,4
2021,January,11,ROBBERY,7
2021,January,11,RUNAWAY,3
2021,January,11,SEX OFFENSES,3
2021,January,11,SEXUAL ASSAULT,8
2021,January,11,STOLEN PROPERTY,9
2021,January,11,STOLEN VEHICLE,44
2021,January,11,WEAPONS OFFENSES,43
2021,January,12,AGGRAVATED ASSAULT,60
2021,January,12,ARSON,6
2021,January,12,ASSAULT,98
2021,January,12,BURGLARY,44
2021,January,12,DAMAGE TO PROPERTY,91
2021,January,12,DANGEROUS DRUGS,3
2021,January,12,FAMILY OFFENSE,2
2021,January,12,FRAUD,58
2021,January,12,HOMICIDE,2
2021,January,12,LARCENY,78
2021,January,12,LIQUOR,2
2021,January,12,OBSTRUCTING JUDICIARY,7
2021,January,12,OBSTRUCTING THE POLICE,5
2021,January,12,OTHER,1
2021,January,12,OUIL,2
2021,January,12,ROBBERY,11
2021,January,12,SEX OFFENSES,6
2021,January,12,SEXUAL ASSAULT,2
2021,January,12,STOLEN PROPERTY,8
2021,January,12,STOLEN VEHICLE,59
2021,January,12,WEAPONS OFFENSES,36
2021,July,0,AGGRAVATED ASSAULT,1
2021,July,0,DAMAGE TO PROPERTY,1
2021,July,02,AGGRAVATED ASSAULT,77
2021,July,02,ARSON,6
2021,July,02,ASSAULT,133
2021,July,02,BURGLARY,41
2021,July,02,DAMAGE TO PROPERTY,104
2021,July,02,DANGEROUS DRUGS,4
2021,July,02,DISORDERLY CONDUCT,12
2021,July,02,FAMILY OFFENSE,1
2021,July,02,FORGERY,2
2021,July,02,FRAUD,37
2021,July,02,HOMICIDE,4
2021,July,02,KIDNAPPING,4
2021,July,02,LARCENY,67
2021,July,02,MISCELLANEOUS,2
2021,July,02,OBSTRUCTING JUDICIARY,3
2021,July,02,OBSTRUCTING THE POLICE,9
2021,July,02,OTHER,2
2021,July,02,OUIL,2
2021,July,02,ROBBERY,12
2021,July,02,RUNAWAY,2
2021,July,02,SEX OFFENSES,4
2021,July,02,SEXUAL ASSAULT,6
2021,July,02,STOLEN PROPERTY,22
2021,July,02,STOLEN VEHICLE,65
2021,July,02,WEAPONS OFFENSES,27
2021,July,03,AGGRAVATED ASSAULT,61
2021,July,03,ARSON,1
2021,July,03,ASSAULT,111
2021,July,03,BURGLARY,31
2021,July,03,DAMAGE TO PROPERTY,95
2021,July,03,DANGEROUS DRUGS,9
2021,July,03,DISORDERLY CONDUCT,19
2021,July,03,EXTORTION,2
2021,July,03,FAMILY OFFENSE,2
2021,July,03,FORGERY,5
2021,July,03,FRAUD,55
2021,July,03,HOMICIDE,2
2021,July,03,KIDNAPPING,2
2021,July,03,LARCENY,158
2021,July,03,OBSTRUCTING JUDICIARY,12
2021,July,03,OBSTRUCTING THE POLICE,14
2021,July,03,OTHER,8
2021,July,03,OUIL,6
2021,July,03,ROBBERY,16
2021,July,03,RUNAWAY,2
2021,July,03,SEX OFFENSES,5
2021,July,03,SEXUAL ASSAULT,4
2021,July,03,STOLEN PROPERTY,14
2021,July,03,STOLEN VEHICLE,60
2021,July,03,WEAPONS OFFENSES,57
2021,July,04,AGGRAVATED ASSAULT,59
2021,July,04,ARSON,3
2021,July,04,ASSAULT,68
2021,July,04,BURGLARY,18
2021,July,04,DAMAGE TO PROPERTY,57
2021,July,04,DANGEROUS DRUGS,21
2021,July,04,EXTORTION,1
2021,July,04,FORGERY,3
2021,July,04,FRAUD,25
2021,July,04,HOMICIDE,2
2021,July,04,JUSTIFIABLE HOMICIDE,1
2021,July,04,LARCENY,62
2021,July,04,OBSTRUCTING JUDICIARY,13
2021,July,04,OBSTRUCTING THE POLICE,4
2021,July,04,OTHER,3
2021,July,04,OUIL,4
2021,July,04,ROBBERY,10
2021,July,04,RUNAWAY,1
2021,July,04,SEX OFFENSES,3
2021,July,04,SEXUAL ASSAULT,3
2021,July,04,STOLEN PROPERTY,22
2021,July,04,STOLEN VEHICLE,23
2021,July,04,WEAPONS OFFENSES,41
2021,July,05,AGGRAVATED ASSAULT,52
2021,July,05,ARSON,2
2021,July,05,ASSAULT,93
2021,July,05,BURGLARY,29
2021,July,05,DAMAGE TO PROPERTY,61
2021,July,05,DANGEROUS DRUGS,3
2021,July,05,DISORDERLY CONDUCT,3
2021,July,05,FORGERY,3
2021,July,05,FRAUD,36
2021,July,05,HOMICIDE,1
2021,July,05,LARCENY,51
2021,July,05,LIQUOR,6
2021,July,05,MISCELLANEOUS,1
2021,July,05,OBSTRUCTING JUDICIARY,6
2021,July,05,OBSTRUCTING THE POLICE,6
2021,July,05,OTHER,1
2021,July,05,OUIL,4
2021,July,05,ROBBERY,8
2021,July,05,RUNAWAY,4
2021,July,05,SEX OFFENSES,2
2021,July,05,SEXUAL ASSAULT,2
2021,July,05,STOLEN PROPERTY,16
2021,July,05,STOLEN VEHICLE,36
2021,July,05,WEAPONS OFFENSES,29
2021,July,06,AGGRAVATED ASSAULT,124
2021,July,06,ARSON,5
2021,July,06,ASSAULT,179
2021,July,06,BURGLARY,44
2021,July,06,DAMAGE TO PROPERTY,116
2021,July,06,DANGEROUS DRUGS,7
2021,July,06,DISORDERLY CONDUCT,1
2021,July,06,FAMILY OFFENSE,5
2021,July,06,FORGERY,2
2021,July,06,FRAUD,44
2021,July,06,HOMICIDE,3
2021,July,06,KIDNAPPING,3
2021,July,06,LARCENY,90
2021,July,06,OBSTRUCTING JUDICIARY,14
2021,July,06,OBSTRUCTING THE POLICE,9
2021,July,06,OTHER,1
2021,July,06,OUIL,2
2021,July,06,ROBBERY,9
2021,July,06,RUNAWAY,7
2021,July,06,SEX OFFENSES,12
2021,July,06,SEXUAL ASSAULT,8
2021,July,06,STOLEN PROPERTY,21
2021,July,06,STOLEN VEHICLE,66
2021,July,06,WEAPONS OFFENSES,58
2021,July,07,AGGRAVATED ASSAULT,39
2021,July,07,ARSON,2
2021,July,07,ASSAULT,69
2021,July,07,BURGLARY,20
2021,July,07,DAMAGE TO PROPERTY,60
2021,July,07,DANGEROUS DRUGS,8
2021,July,07,DISORDERLY CONDUCT,1
2021,July,07,FORGERY,1
2021,July,07,FRAUD,19
2021,July,07,KIDNAPPING,1
2021,July,07,LARCENY,94
2021,July,07,LIQUOR,1
2021,July,07,OBSTRUCTING JUDICIARY,9
2021,July,07,OBSTRUCTING THE POLICE,11
2021,July,07,OTHER,2
2021,July,07,OUIL,2
2021,July,07,ROBBERY,8
2021,July,07,RUNAWAY,1
2021,July,07,SEXUAL ASSAULT,3
2021,July,07,STOLEN PROPERTY,10
2021,July,07,STOLEN VEHICLE,39
2021,July,07,WEAPONS OFFENSES,40
2021,July,08,AGGRAVATED ASSAULT,102
2021,July,08,ARSON,3
2021,July,08,ASSAULT,159
2021,July,08,BURGLARY,38
2021,July,08,DAMAGE TO PROPERTY,120
2021,July,08,DANGEROUS DRUGS,9
2021,July,08,DISORDERLY CONDUCT,2
2021,July,08,FORGERY,3
2021,July,08,FRAUD,56
2021,July,08,HOMICIDE,5
2021,July,08,KIDNAPPING,2
2021,July,08,LARCENY,116
2021,July,08,LIQUOR,2
2021,July,08,MISCELLANEOUS,1
2021,July,08,OBSTRUCTING JUDICIARY,13
2021,July,08,OBSTRUCTING THE POLICE,23
2021,July,08,OTHER,1
2021,July,08,OUIL,4
2021,July,08,ROBBERY,20
2021,July,08,RUNAWAY,1
2021,July,08,SEX OFFENSES,18
2021,July,08,SEXUAL ASSAULT,7
2021,July,08,STOLEN PROPERTY,23
2021,July,08,STOLEN VEHICLE,88
2021,July,08,WEAPONS OFFENSES,79
2021,July,09,AGGRAVATED ASSAULT,169
2021,July,09,ARSON,4
2021,July,09,ASSAULT,179
2021,July,09,BURGLARY,46
2021,July,09,DAMAGE TO PROPERTY,112
2021,July,09,DANGEROUS DRUGS,8
2021,July,09,DISORDERLY CONDUCT,1
2021,July,09,FAMILY OFFENSE,1
2021,July,09,FORGERY,6
2021,July,09,FRAUD,43
2021,July,09,HOMICIDE,3
2021,July,09,JUSTIFIABLE HOMICIDE,2
2021,July,09,KIDNAPPING,2
2021,July,09,LARCENY,106
2021,July,09,MISCELLANEOUS,2
2021,July,09,OBSTRUCTING JUDICIARY,8
2021,July,09,OBSTRUCTING THE POLICE,13
2021,July,09,OUIL,4
2021,July,09,ROBBERY,12
2021,July,09,RUNAWAY,2
2021,July,09,SEX OFFENSES,4
2021,July,09,SEXUAL ASSAULT,11
2021,July,09,STOLEN PROPERTY,34
2021,July,09,STOLEN VEHICLE,75
