year,year_month,precinct,offense_category,counts,crime_bucket
2020,2020-05,12,WEAPONS OFFENSES,29,Weapons
2020,2020-06,02,WEAPONS OFFENSES,38,Weapons
2020,2020-06,03,WEAPONS OFFENSES,18,Weapons
2020,2020-06,04,WEAPONS OFFENSES,13,Weapons
2020,2020-06,05,WEAPONS OFFENSES,25,Weapons
2020,2020-06,06,WEAPONS OFFENSES,40,Weapons
2020,2020-06,07,WEAPONS OFFENSES,28,Weapons
2020,2020-06,08,WEAPONS OFFENSES,55,Weapons
2020,2020-06,09,WEAPONS OFFENSES,53,Weapons
2020,2020-06,10,WEAPONS OFFENSES,23,Weapons
2020,2020-06,11,WEAPONS OFFENSES,22,Weapons
2020,2020-06,12,WEAPONS OFFENSES,20,Weapons
2020,2020-07,02,WEAPONS OFFENSES,75,Weapons
2020,2020-07,03,WEAPONS OFFENSES,50,Weapons
2020,2020-07,04,WEAPONS OFFENSES,29,Weapons
2020,2020-07,05,WEAPONS OFFENSES,54,Weapons
2020,2020-07,06,WEAPONS OFFENSES,64,Weapons
2020,2020-07,07,WEAPONS OFFENSES,43,Weapons
2020,2020-07,08,WEAPONS OFFENSES,73,Weapons
2020,2020-07,09,WEAPONS OFFENSES,82,Weapons
2020,2020-07,10,WEAPONS OFFENSES,39,Weapons
2020,2020-07,11,WEAPONS OFFENSES,36,Weapons
2020,2020-07,12,WEAPONS OFFENSES,41,Weapons
2020,2020-08,02,WEAPONS OFFENSES,66,Weapons
2020,2020-08,03,WEAPONS OFFENSES,108,Weapons
2020,2020-08,04,WEAPONS OFFENSES,42,Weapons
2020,2020-08,05,WEAPONS OFFENSES,37,Weapons
2020,2020-08,06,WEAPONS OFFENSES,52,Weapons
2020,2020-08,07,WEAPONS OFFENSES,51,Weapons
2020,2020-08,08,WEAPONS OFFENSES,81,Weapons
2020,2020-08,09,WEAPONS OFFENSES,63,Weapons
2020,2020-08,10,WEAPONS OFFENSES,48,Weapons
2020,2020-08,11,WEAPONS OFFENSES,49,Weapons
2020,2020-08,12,WEAPONS OFFENSES,42,Weapons
2020,2020-09,02,WEAPONS OFFENSES,52,Weapons
2020,2020-09,03,WEAPONS OFFENSES,82,Weapons
2020,2020-09,04,WEAPONS OFFENSES,19,Weapons
2020,2020-09,05,WEAPONS OFFENSES,50,Weapons
2020,2020-09,06,WEAPONS OFFENSES,43,Weapons
2020,2020-09,07,WEAPONS OFFENSES,40,Weapons
2020,2020-09,08,WEAPONS OFFENSES,73,Weapons
2020,2020-09,09,WEAPONS OFFENSES,73,Weapons
2020,2020-09,10,WEAPONS OFFENSES,39,Weapons
2020,2020-09,11,WEAPONS OFFENSES,51,Weapons
2020,2020-09,12,WEAPONS OFFENSES,32,Weapons
2020,2020-10,02,WEAPONS OFFENSES,41,Weapons
2020,2020-10,03,WEAPONS OFFENSES,43,Weapons
2020,2020-10,04,WEAPONS OFFENSES,21,Weapons
2020,2020-10,05,WEAPONS OFFENSES,28,Weapons
2020,2020-10,06,WEAPONS OFFENSES,58,Weapons
2020,2020-10,07,WEAPONS OFFENSES,13,Weapons
2020,2020-10,08,WEAPONS OFFENSES,71,Weapons
2020,2020-10,09,WEAPONS OFFENSES,62,Weapons
2020,2020-10,10,WEAPONS OFFENSES,34,Weapons
2020,2020-10,11,WEAPONS OFFENSES,39,Weapons
2020,2020-10,12,WEAPONS OFFENSES,34,Weapons
2020,2020-11,02,WEAPONS OFFENSES,58,Weapons
2020,2020-11,03,WEAPONS OFFENSES,20,Weapons
2020,2020-11,04,WEAPONS OFFENSES,4,Weapons
2020,2020-11,05,WEAPONS OFFENSES,45,Weapons
2020,2020-11,06,WEAPONS OFFENSES,44,Weapons
2020,2020-11,07,WEAPONS OFFENSES,18,Weapons
2020,2020-11,08,WEAPONS OFFENSES,61,Weapons
2020,2020-11,09,WEAPONS OFFENSES,73,Weapons
2020,2020-11,10,WEAPONS OFFENSES,27,Weapons
2020,2020-11,11,WEAPONS OFFENSES,30,Weapons
2020,2020-11,12,WEAPONS OFFENSES,49,Weapons
2020,2020-12,02,WEAPONS OFFENSES,41,Weapons
2020,2020-12,03,WEAPONS OFFENSES,24,Weapons
2020,2020-12,04,WEAPONS OFFENSES,17,Weapons
2020,2020-12,05,WEAPONS OFFENSES,33,Weapons
2020,2020-12,06,WEAPONS OFFENSES,51,Weapons
2020,2020-12,07,WEAPONS OFFENSES,18,Weapons
2020,2020-12,08,WEAPONS OFFENSES,77,Weapons
2020,2020-12,09,WEAPONS OFFENSES,109,Weapons
2020,2020-12,10,WEAPONS OFFENSES,28,Weapons
2020,2020-12,11,WEAPONS OFFENSES,32,Weapons
2020,2020-12,12,WEAPONS OFFENSES,33,Weapons
2020,2021-01,06,WEAPONS OFFENSES,2,Weapons
2020,2021-01,08,WEAPONS OFFENSES,2,Weapons
2021,2021-01,02,WEAPONS OFFENSES,39,Weapons
2021,2021-01,03,WEAPONS OFFENSES,17,Weapons
2021,2021-01,04,WEAPONS OFFENSES,20,Weapons
2021,2021-01,05,WEAPONS OFFENSES,32,Weapons
2021,2021-01,06,WEAPONS OFFENSES,58,Weapons
2021,2021-01,07,WEAPONS OFFENSES,10,Weapons
2021,2021-01,08,WEAPONS OFFENSES,66,Weapons
2021,2021-01,09,WEAPONS OFFENSES,41,Weapons
2021,2021-01,10,WEAPONS OFFENSES,25,Weapons
2021,2021-01,11,WEAPONS OFFENSES,43,Weapons
2021,2021-01,12,WEAPONS OFFENSES,36,Weapons
2021,2021-02,02,WEAPONS OFFENSES,21,Weapons
2021,2021-02,03,WEAPONS OFFENSES,13,Weapons
2021,2021-02,04,WEAPONS OFFENSES,19,Weapons
2021,2021-02,05,WEAPONS OFFENSES,18,Weapons
2021,2021-02,06,WEAPONS OFFENSES,36,Weapons
2021,2021-02,07,WEAPONS OFFENSES,10,Weapons
2021,2021-02,08,WEAPONS OFFENSES,45,Weapons
2021,2021-02,09,WEAPONS OFFENSES,49,Weapons
2021,2021-02,10,WEAPONS OFFENSES,13,Weapons
2021,2021-02,11,WEAPONS OFFENSES,38,Weapons
2021,2021-02,12,WEAPONS OFFENSES,27,Weapons
2021,2021-03,02,WEAPONS OFFENSES,15,Weapons
2021,2021-03,03,WEAPONS OFFENSES,13,Weapons
2021,2021-03,04,WEAPONS OFFENSES,36,Weapons
2021,2021-03,05,WEAPONS OFFENSES,22,Weapons
2021,2021-03,06,WEAPONS OFFENSES,48,Weapons
2021,2021-03,07,WEAPONS OFFENSES,19,Weapons
2021,2021-03,08,WEAPONS OFFENSES,73,Weapons
2021,2021-03,09,WEAPONS OFFENSES,93,Weapons
2021,2021-03,10,WEAPONS OFFENSES,19,Weapons
2021,2021-03,11,WEAPONS OFFENSES,45,Weapons
2021,2021-03,12,WEAPONS OFFENSES,19,Weapons
2021,2021-04,02,WEAPONS OFFENSES,21,Weapons
2021,2021-04,03,WEAPONS OFFENSES,26,Weapons
2021,2021-04,04,WEAPONS OFFENSES,30,Weapons
2021,2021-04,05,WEAPONS OFFENSES,36,Weapons
2021,2021-04,06,WEAPONS OFFENSES,58,Weapons
2021,2021-04,07,WEAPONS OFFENSES,13,Weapons
2021,2021-04,08,WEAPONS OFFENSES,55,Weapons
2021,2021-04,09,WEAPONS OFFENSES,141,Weapons
2021,2021-04,10,WEAPONS OFFENSES,43,Weapons
2021,2021-04,11,WEAPONS OFFENSES,46,Weapons
2021,2021-04,12,WEAPONS OFFENSES,33,Weapons
2021,2021-05,02,WEAPONS OFFENSES,38,Weapons
2021,2021-05,03,WEAPONS OFFENSES,57,Weapons
2021,2021-05,04,WEAPONS OFFENSES,45,Weapons
2021,2021-05,05,WEAPONS OFFENSES,58,Weapons
2021,2021-05,06,WEAPONS OFFENSES,39,Weapons
2021,2021-05,07,WEAPONS OFFENSES,45,Weapons
2021,2021-05,08,WEAPONS OFFENSES,67,Weapons
2021,2021-05,09,WEAPONS OFFENSES,115,Weapons
2021,2021-05,10,WEAPONS OFFENSES,35,Weapons
2021,2021-05,11,WEAPONS OFFENSES,47,Weapons
2021,2021-05,12,WEAPONS OFFENSES,31,Weapons
2021,2021-06,02,WEAPONS OFFENSES,30,Weapons
2021,2021-06,03,WEAPONS OFFENSES,76,Weapons
2021,2021-06,04,WEAPONS OFFENSES,39,Weapons
2021,2021-06,05,WEAPONS OFFENSES,41,Weapons
2021,2021-06,06,WEAPONS OFFENSES,44,Weapons
2021,2021-06,07,WEAPONS OFFENSES,33,Weapons
2021,2021-06,08,WEAPONS OFFENSES,63,Weapons
2021,2021-06,09,WEAPONS OFFENSES,89,Weapons
2021,2021-06,10,WEAPONS OFFENSES,28,Weapons
2021,2021-06,11,WEAPONS OFFENSES,34,Weapons
2021,2021-06,12,WEAPONS OFFENSES,34,Weapons
2021,2021-07,02,WEAPONS OFFENSES,27,Weapons
2021,2021-07,03,WEAPONS OFFENSES,57,Weapons
2021,2021-07,04,WEAPONS OFFENSES,41,Weapons
2021,2021-07,05,WEAPONS OFFENSES,29,Weapons
2021,2021-07,06,WEAPONS OFFENSES,58,Weapons
2021,2021-07,07,WEAPONS OFFENSES,40,Weapons
2021,2021-07,08,WEAPONS OFFENSES,79,Weapons
2021,2021-07,09,WEAPONS OFFENSES,80,Weapons
2021,2021-07,10,WEAPONS OFFENSES,25,Weapons
2021,2021-07,11,WEAPONS OFFENSES,32,Weapons
2021,2021-07,12,WEAPONS OFFENSES,35,Weapons
2021,2021-08,02,WEAPONS OFFENSES,27,Weapons
2021,2021-08,03,WEAPONS OFFENSES,50,Weapons
2021,2021-08,04,WEAPONS OFFENSES,25,Weapons
2021,2021-08,05,WEAPONS OFFENSES,38,Weapons
2021,2021-08,06,WEAPONS OFFENSES,46,Weapons
2021,2021-08,07,WEAPONS OFFENSES,28,Weapons
2021,2021-08,08,WEAPONS OFFENSES,65,Weapons
2021,2021-08,09,WEAPONS OFFENSES,80,Weapons
2021,2021-08,10,WEAPONS OFFENSES,22,Weapons
2021,2021-08,11,WEAPONS OFFENSES,24,Weapons
2021,2021-08,12,WEAPONS OFFENSES,45,Weapons
2021,2021-09,02,WEAPONS OFFENSES,25,Weapons
2021,2021-09,03,WEAPONS OFFENSES,28,Weapons
2021,2021-09,04,WEAPONS OFFENSES,20,Weapons
2021,2021-09,05,WEAPONS OFFENSES,42,Weapons
2021,2021-09,06,WEAPONS OFFENSES,42,Weapons
2021,2021-09,07,WEAPONS OFFENSES,15,Weapons
2021,2021-09,08,WEAPONS OFFENSES,56,Weapons
2021,2021-09,09,WEAPONS OFFENSES,61,Weapons
2021,2021-09,10,WEAPONS OFFENSES,26,Weapons
2021,2021-09,11,WEAPONS OFFENSES,29,Weapons
2021,2021-09,12,WEAPONS OFFENSES,33,Weapons
2021,2021-10,02,WEAPONS OFFENSES,19,Weapons
2021,2021-10,03,WEAPONS OFFENSES,17,Weapons
2021,2021-10,04,WEAPONS OFFENSES,18,Weapons
2021,2021-10,05,WEAPONS OFFENSES,19,Weapons
2021,2021-10,06,WEAPONS OFFENSES,45,Weapons
2021,2021-10,07,WEAPONS OFFENSES,17,Weapons
2021,2021-10,08,WEAPONS OFFENSES,51,Weapons
2021,2021-10,09,WEAPONS OFFENSES,44,Weapons
2021,2021-10,10,WEAPONS OFFENSES,26,Weapons
2021,2021-10,11,WEAPONS OFFENSES,29,Weapons
2021,2021-10,12,WEAPONS OFFENSES,19,Weapons
2021,2021-11,02,WEAPONS OFFENSES,12,Weapons
2021,2021-11,03,WEAPONS OFFENSES,15,Weapons
2021,2021-11,04,WEAPONS OFFENSES,22,Weapons
2021,2021-11,05,WEAPONS OFFENSES,26,Weapons
2021,2021-11,06,WEAPONS OFFENSES,38,Weapons
2021,2021-11,07,WEAPONS OFFENSES,8,Weapons
2021,2021-11,08,WEAPONS OFFENSES,44,Weapons
2021,2021-11,09,WEAPONS OFFENSES,39,Weapons
2021,2021-11,10,WEAPONS OFFENSES,23,Weapons
2021,2021-11,11,WEAPONS OFFENSES,18,Weapons
2021,2021-11,12,WEAPONS OFFENSES,15,Weapons
2021,2021-12,02,WEAPONS OFFENSES,23,Weapons
2021,2021-12,03,WEAPONS OFFENSES,10,Weapons
2021,2021-12,04,WEAPONS OFFENSES,14,Weapons
2021,2021-12,05,WEAPONS OFFENSES,28,Weapons
2021,2021-12,06,WEAPONS OFFENSES,28,Weapons
2021,2021-12,07,WEAPONS OFFENSES,4,Weapons
2021,2021-12,08,WEAPONS OFFENSES,50,Weapons
2021,2021-12,09,WEAPONS OFFENSES,70,Weapons
2021,2021-12,10,WEAPONS OFFENSES,21,Weapons
2021,2021-12,11,WEAPONS OFFENSES,17,Weapons
2021,2021-12,12,WEAPONS OFFENSES,19,Weapons
2021,2022-01,08,WEAPONS OFFENSES,1,Weapons
2021,2022-01,09,WEAPONS OFFENSES,1,Weapons
2022,2022-01,02,WEAPONS OFFENSES,10,Weapons
2022,2022-01,03,WEAPONS OFFENSES,22,Weapons
2022,2022-01,04,WEAPONS OFFENSES,19,Weapons
2022,2022-01,05,WEAPONS OFFENSES,12,Weapons
2022,2022-01,06,WEAPONS OFFENSES,32,Weapons
2022,2022-01,07,WEAPONS OFFENSES,9,Weapons
2022,2022-01,08,WEAPONS OFFENSES,51,Weapons
2022,2022-01,09,WEAPONS OFFENSES,47,Weapons
2022,2022-01,10,WEAPONS OFFENSES,18,Weapons
2022,2022-01,11,WEAPONS OFFENSES,24,Weapons
2022,2022-01,12,WEAPONS OFFENSES,23,Weapons
2022,2022-02,02,WEAPONS OFFENSES,15,Weapons
2022,2022-02,03,WEAPONS OFFENSES,9,Weapons
2022,2022-02,04,WEAPONS OFFENSES,12,Weapons
2022,2022-02,05,WEAPONS OFFENSES,11,Weapons
2022,2022-02,06,WEAPONS OFFENSES,24,Weapons
2022,2022-02,07,WEAPONS OFFENSES,8,Weapons
2022,2022-02,08,WEAPONS OFFENSES,47,Weapons
2022,2022-02,09,WEAPONS OFFENSES,45,Weapons
2022,2022-02,10,WEAPONS OFFENSES,9,Weapons
2022,2022-02,11,WEAPONS OFFENSES,20,Weapons
2022,2022-02,12,WEAPONS OFFENSES,25,Weapons
2022,2022-03,02,WEAPONS OFFENSES,27,Weapons
2022,2022-03,03,WEAPONS OFFENSES,18,Weapons
2022,2022-03,04,WEAPONS OFFENSES,27,Weapons
2022,2022-03,05,WEAPONS OFFENSES,12,Weapons
2022,2022-03,06,WEAPONS OFFENSES,26,Weapons
2022,2022-03,07,WEAPONS OFFENSES,7,Weapons
2022,2022-03,08,WEAPONS OFFENSES,71,Weapons
2022,2022-03,09,WEAPONS OFFENSES,45,Weapons
2022,2022-03,10,WEAPONS OFFENSES,20,Weapons
2022,2022-03,11,WEAPONS OFFENSES,15,Weapons
2022,2022-03,12,WEAPONS OFFENSES,40,Weapons
2022,2022-04,02,WEAPONS OFFENSES,14,Weapons
2022,2022-04,03,WEAPONS OFFENSES,15,Weapons
2022,2022-04,04,WEAPONS OFFENSES,20,Weapons
2022,2022-04,05,WEAPONS OFFENSES,10,Weapons
2022,2022-04,06,WEAPONS OFFENSES,30,Weapons
2022,2022-04,07,WEAPONS OFFENSES,20,Weapons
2022,2022-04,08,WEAPONS OFFENSES,58,Weapons
2022,2022-04,09,WEAPONS OFFENSES,39,Weapons
2022,2022-04,10,WEAPONS OFFENSES,16,Weapons
2022,2022-04,11,WEAPONS OFFENSES,13,Weapons
2022,2022-04,12,WEAPONS OFFENSES,31,Weapons
2022,2022-05,02,WEAPONS OFFENSES,19,Weapons
2022,2022-05,03,WEAPONS OFFENSES,34,Weapons
2022,2022-05,04,WEAPONS OFFENSES,21,Weapons
2022,2022-05,05,WEAPONS OFFENSES,9,Weapons
2022,2022-05,06,WEAPONS OFFENSES,39,Weapons
2022,2022-05,07,WEAPONS OFFENSES,10,Weapons
2022,2022-05,08,WEAPONS OFFENSES,56,Weapons
2022,2022-05,09,WEAPONS OFFENSES,80,Weapons
2022,2022-05,10,WEAPONS OFFENSES,10,Weapons
2022,2022-05,11,WEAPONS OFFENSES,18,Weapons
2022,2022-05,12,WEAPONS OFFENSES,23,Weapons
2022,2022-06,02,WEAPONS OFFENSES,19,Weapons
2022,2022-06,03,WEAPONS OFFENSES,33,Weapons
2022,2022-06,04,WEAPONS OFFENSES,17,Weapons
2022,2022-06,05,WEAPONS OFFENSES,20,Weapons
2022,2022-06,06,WEAPONS OFFENSES,24,Weapons
2022,2022-06,07,WEAPONS OFFENSES,17,Weapons
2022,2022-06,08,WEAPONS OFFENSES,41,Weapons
2022,2022-06,09,WEAPONS OFFENSES,61,Weapons
2022,2022-06,10,WEAPONS OFFENSES,19,Weapons
2022,2022-06,11,WEAPONS OFFENSES,16,Weapons
2022,2022-06,12,WEAPONS OFFENSES,24,Weapons
2022,2022-07,02,WEAPONS OFFENSES,35,Weapons
2022,2022-07,03,WEAPONS OFFENSES,48,Weapons
2022,2022-07,04,WEAPONS OFFENSES,13,Weapons
2022,2022-07,05,WEAPONS OFFENSES,16,Weapons
2022,2022-07,06,WEAPONS OFFENSES,32,Weapons
2022,2022-07,07,WEAPONS OFFENSES,19,Weapons
2022,2022-07,08,WEAPONS OFFENSES,51,Weapons
2022,2022-07,09,WEAPONS OFFENSES,50,Weapons
2022,2022-07,10,WEAPONS OFFENSES,20,Weapons
2022,2022-07,11,WEAPONS OFFENSES,14,Weapons
2022,2022-07,12,WEAPONS OFFENSES,26,Weapons
2022,2022-08,02,WEAPONS OFFENSES,29,Weapons
2022,2022-08,03,WEAPONS OFFENSES,29,Weapons
2022,2022-08,04,WEAPONS OFFENSES,20,Weapons
2022,2022-08,05,WEAPONS OFFENSES,42,Weapons
2022,2022-08,06,WEAPONS OFFENSES,25,Weapons
2022,2022-08,07,WEAPONS OFFENSES,15,Weapons
2022,2022-08,08,WEAPONS OFFENSES,49,Weapons
2022,2022-08,09,WEAPONS OFFENSES,49,Weapons
2022,2022-08,10,WEAPONS OFFENSES,11,Weapons
2022,2022-08,11,WEAPONS OFFENSES,15,Weapons
2022,2022-08,12,WEAPONS OFFENSES,22,Weapons
2022,2022-09,02,WEAPONS OFFENSES,25,Weapons
2022,2022-09,03,WEAPONS OFFENSES,23,Weapons
2022,2022-09,04,WEAPONS OFFENSES,18,Weapons
2022,2022-09,05,WEAPONS OFFENSES,23,Weapons
2022,2022-09,06,WEAPONS OFFENSES,31,Weapons
2022,2022-09,07,WEAPONS OFFENSES,12,Weapons
2022,2022-09,08,WEAPONS OFFENSES,58,Weapons
2022,2022-09,09,WEAPONS OFFENSES,61,Weapons
2022,2022-09,10,WEAPONS OFFENSES,18,Weapons
2022,2022-09,11,WEAPONS OFFENSES,10,Weapons
2022,2022-09,12,WEAPONS OFFENSES,26,Weapons
2022,2022-10,02,WEAPONS OFFENSES,18,Weapons
2022,2022-10,03,WEAPONS OFFENSES,17,Weapons
2022,2022-10,04,WEAPONS OFFENSES,15,Weapons
2022,2022-10,05,WEAPONS OFFENSES,21,Weapons
2022,2022-10,06,WEAPONS OFFENSES,25,Weapons
2022,2022-10,07,WEAPONS OFFENSES,3,Weapons
2022,2022-10,08,WEAPONS OFFENSES,46,Weapons
2022,2022-10,09,WEAPONS OFFENSES,59,Weapons
2022,2022-10,10,WEAPONS OFFENSES,5,Weapons
2022,2022-10,11,WEAPONS OFFENSES,11,Weapons
2022,2022-10,12,WEAPONS OFFENSES,22,Weapons
2022,2022-11,02,WEAPONS OFFENSES,9,Weapons
2022,2022-11,03,WEAPONS OFFENSES,6,Weapons
2022,2022-11,04,WEAPONS OFFENSES,10,Weapons
2022,2022-11,05,WEAPONS OFFENSES,7,Weapons
2022,2022-11,06,WEAPONS OFFENSES,6,Weapons
2022,2022-11,07,WEAPONS OFFENSES,3,Weapons
2022,2022-11,08,WEAPONS OFFENSES,26,Weapons
2022,2022-11,09,WEAPONS OFFENSES,23,Weapons
2022,2022-11,10,WEAPONS OFFENSES,15,Weapons
2022,2022-11,11,WEAPONS OFFENSES,6,Weapons
2022,2022-11,12,WEAPONS OFFENSES,8,Weapons
